SentimentText,Sentiment
"10/10 rating merely fun factor assumes decided liked ""Slaughter High"" even watching it. Yes, it's typical revenge-several-years-after-a-dirty-prank story, like stuff pull here?! couldn't predicted bathtub scene million years.<br /><br />OK, maybe could cynical say movie offers nothing new. Well, doesn't pretend to. It's sort flick characters ""Scream"" probably watched, contributed rules survive horror movie. all, doesn't like watch people suffer things? Obviously, it's got sort reactionary undertone, people get punished '60s championed. still, gotta love stuff! So, apologies Don McLean, jester didn't sing king queen!",1
"don't much add said before, it's much film it's time, first (and likely only) time studio hung film totally Dead End Kids.<br /><br />The Warner's gave boys plenty help, director Ray Enright 'A' budget, almost magical cast supporting actors. every turn, get one gem performances real pros. many list, seems like everybody Warner's lot (Sans biggest stars) walk picture. (See spot John Ridgely)<br /><br />The top performance always reliable Eduardo Cianelli mob boss messianistic complex. plays character almost exactly like Thuggie leader ""Gunga Din"". He's something watch! Marjorie Main excellent gets best role since ""Dead End"".<br /><br />My bid one second feature double bill something like ""City Conquest"".<br /><br />Hooray Warners!",1
"sure right wrong, read thru comments watching short.I say disagree negative comments problems people it.<br /><br />As first time ""Lone Wolf"" director/producer,I like see things aspire to,not necessarily pro's, people getting feet wet like me.<br /><br />If indeed also first-timer,as read,I applaud effort.Marvelous job respect! comments music.I thought quite nice piece.Some say kind droned along while, found created tension without(us)necessarily conscious it, pulled gun guitar started crunching chords,it like knew train tracks, realize moving. Yes 180 degree slip/clip there, shi* happens.Did anyone else see Hugh's dirty shirt turn white (near end,in rain) ""Australia""? Look much money people behind movie! Give kid break Gods sake! think well done. 2 things would mentioned hardly worth mentioning-Don't walk shiny brass picture frame camera, would displayed splatter beginning shots still shot, people wouldn't necessarily know is.<br /><br />My experience far taught it's it's hard make movie,it takes time learn it,then time actually it, better take time still think details you'll need shot call ""post-production time!"" IMHO, looks like director/writer Ryan Jafri homework, indeed first report card, I'd give ""A"". rest report principals office whuppin'.",1
"movie made-for-TV, taking account, I'm going rip hard would feature film. script sub-par, succeed mildly humorous spots, whether means not. acting mostly over-the-top, true many lower-budget movies.<br /><br />The aspect movie really hated, though, 90-95% shot film, random places, 5-10 seconds footage shot video. tell less contrast, colors less vivid, footage clearly 30 frames per second instead film's 24 frames per second. I'm sure maybe scenes shot later time didn't money shoot film (I assume why, anyway), disorienting really makes film look shoddier look.<br /><br />Anyway, I've definitely seen worse movies, definitely wouldn't say enjoyed movie can't recommend anyone see it.",0
"first mystery guess Welles' original film like. makes real adventure -- see incomplete skeleton using cinematic forensics, imagine beautiful woman supported.<br /><br />If do, see experience perhaps one best film mysteries ever. mysteries go, narrative rather ordinary: simple diversion, one jealous husband red herring.<br /><br />What's rather miraculous Welles' placement story artificial eye seeing dark, dark multifaceted world. first real noir, even darker. It's obviously twisted world, unless think camera. see firsthand someone creating vocabulary would later become common.<br /><br />For celebration, Kane success great drama story. camera's eye shocking, experimental. Welles would go explore mystery narrative self-reference Shakespeare eye. Othello MacBeth begun period, consider part single vision this. <br /><br />The noir feel hinges notion people charge lives, even little -- manipulated random factors environment. telling story, Welles make environment character. Several characters suspects mystery.<br /><br />Thus famous lighting, blocking angles know (and since seen countless times). deliberately closed sets: park, yacht, picnic area, aquarium, dock, courtroom, Chinese theater funhouse. certain cut barbarians lots lots 'external' narrative dealing character strange environments.<br /><br />My solution mystery funhouse it, among character-environments introduced suspects. words, manipulation Black Irish (who know notes one scene typing union hall aspiring novelist) neither: force human conspiracy (the park civilized version, courtroom) nature (the picnic civilized version, aquarium).<br /><br />Instead matter deliberate caprice gods amusement. course self-reference Welles doing: putting people (including himself) hell caprice, matter underscored Peking Opera set Welles doped up. course leading funhouse environment directly tinkers perception.<br /><br />More self-reference: surely conscious comment relationship soon exwife. believe strong subconscious comment taunting environment worked, studio environment. Surely Welles much screwed with, much way, character. screwing took form murder film, leaving rotting corpse mentioned beginning comment.<br /><br />That poor Rita comes China ties whole thing, Chinese theater, expected rape above, loss woman. investment environment beyond all.",1
Although DiG! hailed closest music industry like highly fabricated. director misled audience believing Brian Jonestown Massacre disappeared face earth post-'98. rivalry Dandy Warhols Jonestown milked. truth matter really exposed film.<br /><br />That said film endlessly quotable interesting watch get look two groups talented musicians creating art. One best things film going unique perspective indie music scene larger corporate scene.<br /><br />Recommended mostly music two fantastic bands.,1
"Aside great movie METROPOLIS, oldest pure sci-fi movie. times film bit preachy acting bit broad, great film two reasons. First, extremely original style content. Even 21st century, films think anything like it. Second, time, special effects absolutely incredible--using matte paintings, models huge casts create amazing scenes post-apocalyptic world vast city tomorrow. Sure, could sit back knock film because, today's standards, effects so-so. But, must appreciate state art film came 1936 must really amazed audiences. many ways, sets look highly reminiscent ""modern cities"" featured 1939 WORLD'S FAIR.<br /><br />I think movie also interesting seems torn question ""are people really stupid destined greatness?"" end result seems little both! true!<br /><br />A final note: saw twice TV short time ago video. three times sound print quality stank--particularly sound. available DVD, hopefully lot cleaner provide optional captioning. sound video kept cutting out, really would appreciated this!",1
"Eytan Fox : move viewer's heart modest story taking place overwhelming mess. movie also succeeds describing perfectly subtly atmosphere incredible city Tel Aviv.<br /><br />I month ago : lifestyle, relationships, heart-beating city, mess, chock utopian mindsets light-hearted, blithe oblivious megalopolis ever.<br /><br />Strongly recommend: voyage heart mind, interesting perspective Israelo-Palestinian conflict.<br /><br />Nota Bene: central gay plot movie. think gay-friendly, prepared challenged finally see ""just love"". (and don't worry: chick hot too!)",1
"great see favorite stars 30 years ago including John Ritter, Ben Gazarra Audrey Hepburn. looked quite wonderful. it. given characters good lines work with. neither understood cared characters doing.<br /><br />Some smaller female roles fine, Patty Henson Colleen Camp quite competent confident small sidekick parts. showed talent sad didn't go star better films. Sadly, didn't think Dorothy Stratten got chance act important film role.<br /><br />The film appears fans, open-minded started watching it. big Peter Bogdanovich fan enjoyed last movie, ""Cat's Meow"" early ones ""Targets"" ""Nickleodeon"". So, really surprised barely able keep awake watching one.<br /><br />It ironic movie detective agency detectives clients get romantically involved other. Five years later, Bogdanovich's ex-girlfriend, Cybil Shepherd hit television series called ""Moonlighting"" stealing story idea Bogdanovich. course, great difference series relied tons witty dialogue, tries make slapstick screwball lines.<br /><br />Bottom line: ain't ""Paper Moon"" pale version ""What's Up, Doc"".",0
"1988, saw ""The Ronnie Nancy Show"" first time (on Austrian television). time, already big fan Spitting Image (since bronze rose Montreux Film Festival 1986). course recorded every show tape watched - especially ""The Ronnie Nancy Show"". remember scene Ronnie stood front painting Abraham Lincoln (thinking mirror) said ""I need shave"". amusing all, played ball dog - vice-versa!<br /><br />It's shame, Spitting Image seems fall oblivion; one fantastic intelligent made TV-shows ever. Compared satirical broadcasts definitely best all. <br /><br />Well, almost 20 years passed since then, wish could see show again. possible purchase someone... somewhere?",1
"Tobe Hooper made great movies certain couldn't BAD. didn't read reviews tried watch unintentionally humorous film. times made laugh, sometimes almost fell asleep, sometimes made almost CRY Hooper.<br /><br />I rated 3/10 1990 ""horror""-movie many interesting funny things happened there. Throughout movie thinking something like ""they simply CAN'T add things movie..."" .. did.<br /><br />Some tell sort Firestarter clone truly isn't. It's based idea thats all. combination horror, comedy, weird religion/god things, funny gore, simple effects, drama, horrible acting, unbelievable script..and more.<br /><br />*spoilers* Story is: Government tries create ultimate weapon using nuclear power something fails, process child born 2 test persons. mom sings child birth, husband wife burns SPONTANEOUS COMBUSTION. Government buries whole thing leaves child live amongst people ... x years kid grown realizes born reason whoa burn things brains. everything goes unbelievable messy nothing really explains anything .. Well Government realizes ""okay set fire thing work"" take normal hospital nuclear toxic going use man could kill him, can't shoot no! .. argh, guess thats enough tell, promise 100 weird things movie.<br /><br />Well want good laughs watch one. Gosh.",0
"self-indulgent mess may put kibosh Mr. Branagh's career adapter Shakespeare cinema. (Released 4 years ago; peep adaptation since.) finished watching cable -- holy God, it's terrible.<br /><br />I agree sentiment reviewer said reviewing something obviously sadly awful ungenerous act comes across shrill. said, I'll take risk, *Love's Labour's Lost* perfect reward overrated Mr. Branagh's directorial abilities past. Branagh always pretty lousy director: grindingly literal-minded; star-struck; unforgivably ungenerous fellow actors (he loves American stars, loves more, making damn sure gets good lines).<br /><br />Along lines, sad fact remains *Love's Labour's Lost* scarcely worse interminable, ghastly, bloated *Hamlet* 1996. fact, film may preferable, it's 1/3 length. Branagh decided would good idea update bad early work Shakespeare's milieu Cole Porter, George Gershwin, Fred Astaire, yada yada. sets thing 1939, leaves eighth text intact favor egregious interpretations Thirties' standards (wait till see actors heaved wires toward ceiling ""I'm Heaven""), casts actors known dancing singing (himself included). result disaster surreal one left dumbfounded didn't call horrified stop whole thing looking first dailies. don't even blame cast. paraphrase Hamlet, ""The screenplay's thing!"" ONE could possibly come well hodge-podge: illustrious RSC alumni fare better Alicia Silverstone. could possibly act thing?<br /><br />Branagh's first mistake thinking *Love's Labour's Lost* play worth filming. Trust me, isn't. It's anomaly Bard's canon, written expressly educated coterie courtiers -- usual audience wrote. Hence, there's lot precious (and TEDIOUS!) word-play, references contemporary scholastic nonsense, parodies Lyly's *Euphues* . . . words, hardly sort material appeal broad audience. Hell, doesn't appeal audience already predisposed Shakespearean comedy. play cannot staged without drastically cutting text desperately ""updating"" gimmick comes hand. begs question, bother?<br /><br />Branagh's second mistake thinking Shakespeare's cream-pie play could served side-order Gershwin's marmalade. Clearly idea, hope, make unintelligible Elizabethan exercise palatable modern audiences administering nostalgic American pop culture throats time. again, begs question, bother?<br /><br />",0
"else left say?<br /><br />I've read reviews right on. . However, one person even went far call movie evil Satan tainted (or something along lines). Evil?! Wow, shocker. . mean, TBN basically made film. Open eyes please.<br /><br />Anway, lowest grade propoghanda nonsense come along years.<br /><br />The terrifying thing Omega Code much money spent make it. movie made, limits, therefore, choice get ready ""Yentl 2"", ""Ernest Loses Omega Codes.""<br /><br />For biblical stories, new movie Dogma pickup Omega Code never started.",0
"one two three favorite Stooges shorts, undoubtedly Christine McIntyre's best performance trio. good number shorts, absolutely brilliant. singing funny all, fact downright beautiful, plot constructed way singing enhances humor rather detracting it. listen McIntyre sing entirety Voice Spring less three times, never gets old, partly don't tire voice, partly blends well Stooges' antics. use operatic soprano comedy reminiscent Kitty Carlisle's role Marx Brothers' ""A Night Opera,"" singing much part comedy ""Opera,"" McIntyre (perhaps performances here) exhibited comedic talent Carlisle never did. Stooges' buffoonery, McIntyre's singing, well-constructed plot combine 5 5 stars.",1
"quote Flik, reaction exactly: Wow...you're perfect! best movie! think even say it's become favorite movie ever, even. Wow. tell what, wow.",1
"Angela grown gotten therapy operation turn real life daughter, rather son born, holds job - wait - camp counselor! appropriate, right? know, love it. Anyway, first sequel Sleepaway Camp franchise obeys rules horror sequels - blood, imaginative killings (which aren't imaginative, still original), nudity, elaborate plot, generally worse original. <br /><br />It entertaining way original was, characters wardrobes goofy authentically 80's can't help getting good laugh. one point, guy asks Angela out, says ""I'll call you,"" quickly walks away. guy says himself, ""How gonna call me? don't phone!"" sniffs armpits, wondering turned (it's hair, dude!!).<br /><br />It well-known fact 80s slasher movies, murdered teenagers often punished killer kind bad behavior, usually promiscuous. first started getting horror movies saw Friday 13th movies first time mid 90s, didn't realize this. learned film class year two later amazed method madness. pretty impressed, movies passing kind message, albeit morbid one, actually thought put it.<br /><br />But movie! one point Angela kills one victims, says ""Let lesson you. Say drugs!"" Real subtle screen writing there, guys. again, dialogue entertaining thing movie. Angela (who, way, went therapy operations trouble clean past reinvent normal well-developed person changed name Angela to, umm, Angela), says one point, ""I don't like wicked witch west, know happens things get control."" (People start getting killed...by me! HA!)<br /><br />Then later, demands one counselors, Mare, make apology, girl replies, ""I'd rather die!"" Sorry, Mare, really walked one...<br /><br />Two years ago camp counselor sleepaway camp similar one portrayed movie (except camp taught three kids 15 20 counselors also rules, one movie doesn't). made notice myriad discrepancies movie camp life really like. <br /><br />That's okay though, hardly make movie like lot 9 year olds running around, although 10 11 year old kids killed movie. hadn't seen kind thing much before. <br /><br />Definitely bad taste, even cheesy 80s slasher movie....",0
"waited long time someone film faithful version H.G. Wells' classic novel, ""War Worlds"". Timothy Hines finally done it! couldn't believe good was! acting, costuming, out-of-this world special effects, can't say enough!It wonderful! Dramatic, intense, full first-rate performances top-notch cast! It's got seen believed. sure didn't. I've read negative comments others, can't believe saying. must've watching different movie, huh? real bad comments vepsaian guy, guy whoever is, well, doesn't know he's talking about.<br /><br />Keep good work, mr. Hines.",1
"saw theater early 1970's. memorable scary scene German army attacks yellow cross mustard gas first time. Germans horses covered head toe (or hoof) eerie protective suits. experienced British soldiers don gas masks (only) await clouds gas German attackers. gas clouds move ever closer, finally enveloping British defenders. Germans move forward slowly menacingly scary looking garb. Suddenly scream defenders... gas like experienced before.... <br /><br />Now know remembered scene last 30+ years still shiver, think too!",1
"one best series, ranking Resident Evil 3: Nemesis (Or Biohazard: Last Escape) game good storyline play Claire Redfield search brother,Chris Redfield (Whom probably know original Resident Evil) scary Resident Evil, contains alot cutscenes.<br /><br />My Rating: **** ***** Stars (Rating based comparison videogames)",1
"redeeming quality overlong miscast melodrama scenery southern France voice Nana Mascouri singing theme song. Stephanie Powers miscast betrayed phony accent. pointed out, old play 18 year old looks far young grandmother college age granddaughter? Lee Remick good although also ageless later years. talented Joanna Lumley utilized also manages look forever young middle aged son (Robert Urich) finally marries Grandma Stephanie Powers. Stacey Keach's ceaseless arrogance makes wonder women saw him. Don't know viewer could relate excessive portrayal? credible performance given Ian Richardson, makes rest cast look like rank amateurs. strains credulity handsome male suitors epic would remain ever single patiently await subject affections finally consent accept them. anybody believe handsome Robert Urich would remain single decades waiting Stephanie Powers finally accept endless marriage proposals? WW2 engagement Wehrmacht Marquis laughable. begin with, Germans occupy Provence section France late war, controlled Vichy French puppet government. see French resistance staging daylight raid Mistral's villa steal sheets lounge bridge waiting lumbering truckload Nazi troops surprise annihilate them? want see well acted mini-series set foreign country, don't watch Mistral's Daughter. far better alternative would Thorn Birds.",0
"message world brink war disregarded masses; mythical city Everytown 1940 represents England general, could well stand nation world. war finally arrive, it's ravages continue another five years, 1966 time Everytown completely destroyed. Adding desolation toll humanity ""wandering sickness"", pestilence continues another four years.<br /><br />""Things Come"" balances fatalistic futuristic world view, science holds hope revived civilization. ""Wings World"" concept plays bit corny, though it's spokesman Cabal (Raymond Massey) unwavering mission dedicated cause. fails, others follow. message continually reinforced throughout film, brought home convincingly Massey's end movie speech. Man's insatiable need test limits knowledge achievement requires ""all universe nothing"" mindset.<br /><br />The film's imagery automation machinery second half reminiscent great silent film ""Metropolis"". Everytown rebuilt transformed year 2036, spectacle city's rebirth strikes resonant chord, architecture modern cities today suggest movie's eerily prophetic vision coming fruition. movie gets wrong sixty seven years though man's first mission moon, 1936, hundred year timetable probably seemed legitimate 1969.<br /><br />""Things Come"" one rarities film, picture makes think. side come on, forces advancement face uncertainty maintain status quo? It's comfortable question, choices offer inherent dangers unknowable outcomes. choose bystanders risk swept away forces beyond control.",1
"Peter O'Toole treat watch roles lines speaks good offer chance swagger drunken stupor. lovely Susannah York provides good foil O'Toole's dramatic presence.<br /><br />The film alludes incest--without single explicit scene--but able entertain viewer raucous social commentary. Though major film reckoning, remembered entertaining performances. <br /><br />Even York, signing papers end, treat watch, exuding tragedy silently. possible weakness Thompson's laid-back direction. film floats actors script.<br /><br />I saw film twice period 20 years--on occasions name ""Brotherly love"". ""Country dance"" rather farcical inappropriate title movie, wherever released such.",1
"another example sucky sequel great movie. highly recommend Prophecy, movie dud start. acting decent way around, story line weak added nothing origional. 4 10 best.",0
"could looked many different ways. movie sucks, good plain weird. third one probably explains movie best. strange themes strange plot. else Christopher Walken would play matter bad, average even good might be.<br /><br />The acting would expect especially Ben Stiller. Jack Black always liked know get bad. Christopher Walken always wall. always enjoyable watch matter bad movie is. Comedy wise somewhat funny. course meaning moments (though few) get little top makes feel like movie desperate laughs course good way.<br /><br />The directing average well. Barry Levinson slightly overrated director really good job here. movie seemed lot potential much reach it. average seem like lot effort put making film.<br /><br />The writing key good comedy. Obviously means writing failed. best average. Considering moments horrible. never good thing say movie though. <br /><br />If Christopher Walken stupid ridiculous ending would given lower rating. always quite character movies. Stil whacked strange movie strange characters really don't go anywhere. completely horrible would really recommend though forgettable movie.",0
"rented mistake. thought, cursory examination box, time-travel/sci-fi story. Instead, it's ""Christian"" story, suppose fairly typical example. sold message probably overlook awkwardness plot/acting/etc., found rather painful. <br /><br />I admit I'm bothered rewriting history story. paints 1890's sort paradise family values morality (a character aghast 5% marriages end divorce!), overlooks unsavory sides ""highly moral"" society (rigid racial, sexual, social discrimination widespread, instance). one point hero complains clothing store owner things sound different complaints Iranian leaders women's clothing styles (as reported recent WSJ).<br /><br />Overall, thought, suppose it's sort thing you'll like like sort thing, it's certainly wholesome...",0
"""I viewed movie last night don't think ever think actors involved, movie stick back mind.""<br /><br />The statement thought good bad thing. mean every time see Tom Cruise Demi Moore movie, think ""A Good Men"" good thing. Now, every time see Ron Perlman Kristy Swanson, think ""Tinseltown"" bad thing.<br /><br />I picked thinking might something intelligent least make chuckle Arye Gross aforementioned Swanson Perlman, thought least wouldn't bad. could tell movie made budget size Wheeling, Indiana (Where? Exactly.), maybe used every dollar make good movie. WRONG.<br /><br />This movie funny entertaining sense either word. lasts 84 excruciating slow minutes.<br /><br />The characters paper-thin. almost care NONE characters, since leads two struggling Hollywood writers dream two struggling writers dream wrote need know them. Okay, two REAL writers know onscreen versions themselves, figure audience. don't even think character development, except trying tie story back ""Gilligan's Island"".<br /><br />The plot unoriginal. Two guys live storage center, one stores bed, twenty people living there, too. rest story contrived stupid. seen ""National Lampoon's Favorite Deadly Sins""? second story Joe Mantegna television writer can't find good story make TV movie about, creates one. substitute television writer screenwriter, morph Mantegna annoying actors half age, take away comedy movie.<br /><br />The actors try. Kristy Swanson movie maybe 10 minutes still gives best performance movie. still hot, would help would actually STAR movie instead constantly making CAMEOS. everyone else, don't think actors fault BAD material<br /><br />Go watch National Lampoon's movie, stay away movie.",0
arch title doesn't fit gentle romantic comedy. Donna Reed Tom Drake don't much chemistry -- characters aren't supposed to. extremely likable attractive.<br /><br />The supporting cast dream -- exception Sig Ruman's annoying faux Russian.,1
"One weaker Carry adventures sees Sid James head crime gang stealing contraceptive pills. fourth series hospital-based, it's possibly least genre. There's curiously flat feel throughout, seemingly squandered below-par material. far late-70s nadir, Williams, James, Bresslaw, Maynard et al. class performers yet given backing script equal ability.<br /><br />Most gags onrunning, rather episodic Carry Ons usually are. instead traditional hit miss ratio, don't find joke funny first place you're stuck film. continuous plot strands include Williams Â? good reason Â? worrying he's changing sex, Kenneth Cope drag. Like stagy physical pratt falls, whole thing feels contrived movies, lacking cast interest. Continuing theme, Matron lacks customary pun innuendo format, largely opting characterisation consequence provide humour. fact, somewhat puerile series laboured misunderstandings forced circumstance reminds one Terry June ... it's appropriate Terry Scott present, mugging futilely throughout.<br /><br />Some dialogue exchanges bit old magic, Scott Cope: ""What little drink?"" ""Oh, no, no, never touch it."" ""Oh. Cigarette then?"" ""No, never touch them."" ""That leaves one thing offer you."" ""I never touch either."" said, funny man right (livening duller episodes Randall Hopkirk (Deceased) end), feel Cope isn't quite tapped self-parodying Carry idealology Bernard Bresslaw dressed nurse would far funnier. actually happen, part, though last fifteen minutes.<br /><br />Williams attempting seduce Hattie Jacques Charles Hawtrey hiding cupboard pure drawer room farce, lacks irony carry off. said, Williams's description premarital relations priceless: ""You don't go shop buy enough whole room, tear little strip try first!"" ""That may so,"" counters Jacques, ""but you're going stick wall."" Williams really comes life scenes Hattie, never get bored hearing tin whistle whenever someone accidentally flashes knickers.<br /><br />Carry Matron bad film means, crushingly bog-standard one.",0
"Unbelievably awful film. watched part T.V. recently. jaw dropped watched horrendously conceived plot listened mind-numbing drivel. single line master one-liners could come close producing anything resembling chuckle. bad made want exhume Rodney Dangerfield's body, slap around scream, ""How could you?"" know many films done haste, hoping cash popularity given actor theme. please, Hollywood, show little respect audience. It's sad scary people expected pay see tripe. bottom cesspool, even Sunday afternoon television standards.",0
"Fairly funny Jim Carrey vehicle News reporter temporarily gets power God wrecks havoc. Carrey back familiar ground looks good time, Jennifer Aniston put upon girlfriend also charming affecting. story predictible extreme cast (including Morgan Freeman ""God"") great makes film worth catching. GRADE: B",1
"Damn, thought I'd seen bad westerns. Can't top one though. Hell think I'd rather eyes stapled open Trinity Triple Feature cryin loud. dont think I'll able watch Ben Hur without laughing ass off. really bad.<br /><br />But hey, like stupid westerns acknowledged stars thing take peek Shoot Gregory Peck. It's bad, much funnier. 1/10",0
"hands skilled director, film would considered horror masterpiece. Despite Michael ""Death Wish"" Winner's merely passable direction, movie interesting, original little scary.<br /><br />The script bucks one horror clichÃ© back (several can't shake) including Chris Sarandon heroine's boyfriend actually listens insists eerie things going down. Burgess Meredith delightful lovably insane neighbor. Eva Gardner haunting young Beverly D'Angelo mute disturbed lesbian lover. John Carradine heck-of-a job sitting chair. watch brief cameo unknown-at-the-time Chris Walken! movie creepy creative. plot twists lovely, tad predictable. climax, give detail, disturbing quite impressive. better director could done it, nonetheless quite satisfying - least sensibilities seventies horror.<br /><br />If like modern overproduced body-counting torture-fantasy, won't like this. almost gore. direction quite spartan. effects few, although there's delightful makeup near end - actually isn't makeup...but perhaps I've said much already.<br /><br />I've rated little higher quality may justify, enjoyed much ""8"" film I've seen.",1
"series vignettes, spoofing television 1970's, also digs government corporate America. One longest segments, ""The Dealers"" funny don't know parodying. others, though, absolutely side-splitting. particularly enjoy cooking show segment. foul words know used movie, and, object full frontal nudity, stay away.",1
"I've reading user comments decided put one too. users stuck 'realist' type mentality. film meant 'fantasy'....a 'what if' fun film. never meant 'real' serious. thoroughly enjoyable everyone knew came - even though shadowed tragedy Challenger explosion...I 30 time totally enjoyed one - young son loved too! Later, shared daughter she, too, loved it. SpaceCamp fun family film enjoyed - fun. 'realists' world lighten stick watching documentaries docudramas avoid type film. sorry young folks watched movie first able go real SpaceCamp (one Alabama one Vandenberg AFB California) - must gone expecting find type environment portrayed movie felt 'letdown'...I guess parents didn't explain difference fantasy reality. Oh well. love fantasy-fun films haven't seen one, highly recommend it! Enjoy!",1
"Charlotte's deadly beauty lethal kicks make movie cooler it'd otherwise.The story poor Charlotte's character dies foolish way, wonder this's ending thought movie. wish somebody could tell alternative ending exists, fear doesn't. rest cst, well I'd say simply didn't act well; although blame put poor script.This movie reminds Rush Hour 2 Zhang Ziyi dies absurd way, since one stolen show whole movie. could give movie 2/5",0
"opening scenes movie man shot arrows hotel room another man's bathroom blew lights. must hep 1936, rather way way nothing film, Robin Hood make appearance far could see. However, Bette Davis(Daisey Appleby),""The Whales August"",'87 young attractive performed one best roles long career Hollywood. Daisey never stopped teasing sexy nightgowns called swim suit yacht George Brent(Johnny Jones),""The Spiral Staircase"",'46. Daisey even proposed marriage Johnny Ferris Wheel upside even got black eye. Davis Brent made great couple, one suppose rich poor reporter. stage, Davis Brent real torrid love affair, good reason sparks two appeared film. liked Bette Davis George Brent, film you!",1
"say sequel batman animated pretty much good reasons lots action storyline good voice actors really good Kevin Conroy batman, Mark Hamil Joker, etc. villains really good Joker, Two-face, Catwoman, Clayface, etc. sure disappointed new adventures batman really good. make sure watch TV rent buy collectors edition really good.<br /><br />Overall score: ********* ********** <br /><br />**** *****",1
"movie bizarre. Better put, it's ""freakin' weird"". could give plot summary, hoity toity analysis, would consider waste time. anybody needs know movie two young sisters, one incestuous relationship, homicide, post mortem mutilation, one really disturbing infatuation. end movie feel like need go take shower wash filth yourself, good way like ""Pulp Fiction"" ""Fight Club"". It's like you're teenager (or high schooler still teenager)and done something A: wish hadn't done, B: hope Good Lord Heaven Earth parents never find about. nobody likes that. advise rather defiling mind watching piece wanton cinematic filth, go waste time something little less horrible watch ""Kazaam""(yes, would rather watch ""Kazaam"" ""Murderous Maids"", read want).",0
"Hollow Point, though clumsy places, manages extremely endearing amusing action movie.<br /><br />The primary entertainment value humor - everyone turns clever performances provide film great deal energy.<br /><br />Oh, way, advocates gun safety horrified conduct characters movie...",1
"Mary Tyler Moore Valerie Harper still turn world smiles. combined talent two wonderful stars make combination reunion/newstart movie work. Watch look forward hitting sixty! Mary defies youth oriented society wit charm. touch drama adds 2000 realism. TV series follow would broaden new characters give us chance occaisionally see Lou Grant, Phyllis, Sue Ann, Murray, Georgette!",1
"saw Arthur(the TV series books)years ago never fond show much(if you're fan cartoon,sorry I'm spoiling you,but actually think).Lots people liked it,but didn't.<br /><br />The school kids characters seemed fought time(especially Arther DW),they nice frequently,but gradually got tired Arthur's complaining attitude towards everyone sister DW(however name spelled),and DW ADHD(or ADD)-like 4-year-old sister Arthur sometimes demanding(which could Arthur got annoyed routines were,like imaginary friend stuffed animal collection etc.),Arthur's friends acted like teenagers instead like Arthur books,and parents,well,they didn't care much.<br /><br />The greatest cartoon Rocko's Modern Life,not Arthur(no offense).",0
"People tried make believe premise rubbishy supernatural horror/thriller inspired actual last words spoken authentic serial killer (whose name escapes moment). Whilst awaiting execution electric chair, claimed soul would return life continue go never-ending murder spree. It's highly original idea revolve horror film on, way. low-budget turkeys implemented exact basic premise, like ""House 3"", ""Shocker"" ""Ghost Machine"". Anyway, ""The First Power"" (a.k.a ""Pentagram"") isn't completely terrible effort, script overly reverts clichÃ©s lacks genuine thrills. film starts okay, albeit mundane serial killer flick obsessive cop-hero Lou Diamond Philips pursues maniac carves bloody pentagrams chests victims. receives unexpected help spiritual medium, played gorgeous underrated Tracy Griffith. leads killer also begs execute him, would result even bigger catastrophe! Thanks Tess' helpful hints, Detective Logan quickly captures killer celebrates death penalty, Patrick Channing made pact Satan returns rotten streets California killing. ""The First Power"" gets pretty bad murderer reincarnates vengeful spirit. Instead using newly gained satanic powers wipe entire world (that's would position), Channing simply prefers play cat mouse games nemesis copper. annoyingly calls ""Buddy-Boy"" time possesses bodies Logan's friends colleagues order trick him. Even though never really boring poorly realized, it's weak film endure, mostly constantly get feeling dÃ©jÃ -vu. Writer/director Robert Resnikoff shamelessly uses every dreadful clichÃ© (the killer got sexually abused child) even players' lines easily predicted. soon Griffith explains she's able predict future, know that, somewhere point film, she's going say ridiculously overused line ""I tell people live lives, life mess"". Yawn. Lou Diamond Philips' performance adequate enough, it's rather difficult take youthful rebel ""La Bamba"" ""Stand Deliver"" serious tough copper. also decent supportive roles Mykelti Williamson (""Forrest Gump""), Carmen Argenziano (""When Stranger Calls"") B-movie horror legend David Gale (""Re-Animator"") appears minuscule cameo beginning film.",0
"/The first episode saw Lost made think, thought people crashed get chased giant monster. it's like that, it's far that,because monster every episode see Lost , well it's getting better every time. deserted island underground bunker especially connection people crossed paths crashed. That's real secret.<br /><br />This series rules can't wait know what's really going hope don't air last 2 episodes theaters,this series deserves 9 10",1
"main reason wanted see movie wonderful cast. ton favorite actors one movie equals amazing actually seeing it. movie caught guard. wasn't expecting all. It's since I've seen remember could stop laughing!!! wasn't cast me. script amazingly written. Every time expecting something happen didn't happen. many twists turns fit whole tone movie instead coming pretentious. cinematography, along set, absolutely beautiful well. really can't say anything bad movie! Expcept, would Andrew Davoli little screen time!",1
"interested see move thinking might diamond rough, thing found bad writing, horrible directing (the shot sequences flow) even though director might say going for, looks uninspired immature) editing could done anyone 2 VCRs stock low budget video. would say wasn't even something simple mini digital video. <br /><br />There simple ways fix film director has, like editing etc. obvious doesn't care. much effort put movie ham sandwich. could made better, would mean extra work.",0
